ID,KATEGORI,INTENT/TRIGGER,RESULT,Solution
KB1049,Account,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya country id,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya country id,Error generating solution.
KB1050,Account,activated users onboarding user account internalemailredacted designation depot supervisor department fulfillment location central java join date 5102023 requested by hr anindita,activated users onboarding user account internalemailredacted designation depot supervisor department fulfillment location central java join date 5102023 requested by hr anindita,Error generating solution.
KB1051,Hardware,working tools setup laptop replacement for getar dana sentosa,working tools setup laptop replacement for getar dana sentosa,Error generating solution.
KB1052,Hardware,troubleshooting rahmat hidayat laptop randomly logged out due to crashed dwmexe desktop windows manager after windows update,troubleshooting rahmat hidayat laptop randomly logged out due to crashed dwmexe desktop windows manager after windows update,Error generating solution.
KB1053,Hardware,working tools setup laptop for rahmat hidayat,working tools setup laptop for rahmat hidayat,Error generating solution.
KB1054,Hardware,working tools setup laptop for eva dewi,working tools setup laptop for eva dewi,Error generating solution.
KB1055,Hardware,getars laptop failed to connect to printer,getars laptop failed to connect to printer,Error generating solution.
KB1056,SaaS Access,aris susanto blank retool page,aris susanto blank retool page,Error generating solution.
KB1057,Account,reset okta password for panji melda mustofa due to user having difficulties in logging in,reset okta password for panji melda mustofa due to user having difficulties in logging in,Error generating solution.
KB1058,Hardware,troubleshooting muslimas laptop cant connect to google meet,troubleshooting muslimas laptop cant connect to google meet,Error generating solution.
KB1059,Account,deactivated users offboarding user account internalemailredacted designation commercial agriinput department commercial agriinput location surabaya country id,deactivated users offboarding user account internalemailredacted designation commercial agriinput department commercial agriinput location surabaya country id,Error generating solution.
KB1060,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lampung country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lampung country id,Error generating solution.
KB1061,Account,warda martia forgot her talenta password,warda martia forgot her talenta password,Error generating solution.
KB1062,MFA,done reset mfa and guiding muhamad posyidin due to user changing his mobile phone,done reset mfa and guiding muhamad posyidin due to user changing his mobile phone,Error generating solution.
KB1063,Account,deactivated users offboarding user account internalemailredacted designation senior activation coordinator department operation location ntb country id,deactivated users offboarding user account internalemailredacted designation senior activation coordinator department operation location ntb country id,Error generating solution.
KB1064,Hardware,laptop repair for anggun,laptop repair for anggun,Error generating solution.
KB1065,Hardware,troubleshooting adisa nurhanifas laptop intermittent connection to network disabled microphone,troubleshooting adisa nurhanifas laptop intermittent connection to network disabled microphone,Error generating solution.
KB1066,Hardware,muhammad hidayat laptop cant log in to desktop,muhammad hidayat laptop cant log in to desktop,Error generating solution.
KB1067,Hardware,repairing azzahra andarrini laptop failed to connect to network slowing down due to excessive temporary file,repairing azzahra andarrini laptop failed to connect to network slowing down due to excessive temporary file,Error generating solution.
KB1068,Hardware,working tools setup laptop for kholifah fa,working tools setup laptop for kholifah fa,Error generating solution.
KB1069,Hardware,repairing riko sandiwantoro laptop screen replacement cracked screen because due to user had a vehicle accident,repairing riko sandiwantoro laptop screen replacement cracked screen because due to user had a vehicle accident,Error generating solution.
KB1070,Hardware,repairing marchella laptop undetected internal webcam due to infestation of foreign object in the flexible cable socket,repairing marchella laptop undetected internal webcam due to infestation of foreign object in the flexible cable socket,Error generating solution.
KB1071,Hardware,repairing rahma afriliantis laptop screen wont turn on due to faulty display flexible cable,repairing rahma afriliantis laptop screen wont turn on due to faulty display flexible cable,Error generating solution.
KB1072,Hardware,1 resetup jaenals microsoft office the user is logged out and cannot log in because the user does not have an authentication app 2 dns flushing due to laptop cant connect to network,1 resetup jaenals microsoft office the user is logged out and cannot log in because the user does not have an authentication app 2 dns flushing due to laptop cant connect to network,Error generating solution.
KB1073,Hardware,repairing tsany laptop slowing down and freezes due to too many temporary files,repairing tsany laptop slowing down and freezes due to too many temporary files,Error generating solution.
KB1074,Account,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 04092023 requested by hr kariena,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location surabaya join date 04092023 requested by hr kariena,Error generating solution.
KB1075,Account,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 04092023 requested by hr kariena,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 04092023 requested by hr kariena,Error generating solution.
KB1076,Account,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 04092023 requested by hr kariena,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 04092023 requested by hr kariena,Error generating solution.
KB1077,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang join date 04092023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang join date 04092023 requested by hr kariena,Error generating solution.
KB1078,SaaS Access,faizal akhsan haq ant access remote desktop,faizal akhsan haq ant access remote desktop,Error generating solution.
KB1079,General IT Support,cant save excel document due to corrupted data,cant save excel document due to corrupted data,Error generating solution.
KB1080,General IT Support,hanny hariyanto asked about she cannot use slack,hanny hariyanto asked about she cannot use slack,Error generating solution.
KB1081,Account,deactivated users offboarding user account internalemailredacted designation procurement admin department data analyst location semarang country id,deactivated users offboarding user account internalemailredacted designation procurement admin department data analyst location semarang country id,Error generating solution.
KB1082,SaaS Access,miro access for fadel gamil,miro access for fadel gamil,Error generating solution.
KB1083,Account,reset okta password for fadel gamil due to user having trouble login in,reset okta password for fadel gamil due to user having trouble login in,Error generating solution.
KB1084,General IT Support,network printer setup for rahma afrilianti,network printer setup for rahma afrilianti,Error generating solution.
KB1085,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location surabaya country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location surabaya country id,Error generating solution.
KB1086,Hardware,repairing adisa nurhanifa laptop disabled microphone array due to conflicting multiple input driver,repairing adisa nurhanifa laptop disabled microphone array due to conflicting multiple input driver,Error generating solution.
KB1087,SaaS Access,reinstalling audio driver fo wahyu risna rianto,reinstalling audio driver fo wahyu risna rianto,Error generating solution.
KB1088,Account,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang country id,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang country id,Error generating solution.
KB1089,SaaS Access,airtable access for tia kusmawati,airtable access for tia kusmawati,Error generating solution.
KB1090,Account,deactivated users offboarding user account internalemailredacted designation senior finance accounting department finance location sumbawa country id,deactivated users offboarding user account internalemailredacted designation senior finance accounting department finance location sumbawa country id,Error generating solution.
KB1091,SaaS Access,knowbe4 access for aditya thareja,knowbe4 access for aditya thareja,Error generating solution.
KB1092,Account,deactivated users offboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang country id,deactivated users offboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang country id,Error generating solution.
KB1093,Hardware,repairing kariena permanasaris laptop disabled microphone due to multiple driver conflict,repairing kariena permanasaris laptop disabled microphone due to multiple driver conflict,Error generating solution.
KB1094,MFA,reset mfa for lingga harzaldi due to user changed his mobile phone,reset mfa for lingga harzaldi due to user changed his mobile phone,Error generating solution.
KB1095,Account,reset okta password,reset okta password,Error generating solution.
KB1096,Account,reset okta password for listyaningrum due to user forgot her password,reset okta password for listyaningrum due to user forgot her password,Error generating solution.
KB1097,Hardware,working tools setup laptop for lutfia khoirunissa designation procurement admin,working tools setup laptop for lutfia khoirunissa designation procurement admin,Error generating solution.
KB1098,Hardware,working tools setup laptop for mega imelda designation junior trainer,working tools setup laptop for mega imelda designation junior trainer,Error generating solution.
KB1099,Hardware,working tools setup laptop for choiron yusuf designation field marketer,working tools setup laptop for choiron yusuf designation field marketer,Error generating solution.
KB1100,Hardware,working tools setup laptop for tia kusmawati designation junior trainer,working tools setup laptop for tia kusmawati designation junior trainer,Error generating solution.
KB1101,Hardware,working tools setup laptop for fadel gamil designation training executive,working tools setup laptop for fadel gamil designation training executive,Error generating solution.
KB1102,SaaS Access,dead 2nd floor access point due to a damaged rj45 connector,dead 2nd floor access point due to a damaged rj45 connector,Error generating solution.
KB1103,Account,reset okta password for mohammad zaenal due to user forgot his password,reset okta password for mohammad zaenal due to user forgot his password,Error generating solution.
KB1104,Account,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 07082023 requested by hr kariena,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 07082023 requested by hr kariena,Error generating solution.
KB1105,MFA,reset mfa for tia kusmawati due to the user has difficulty logging in,reset mfa for tia kusmawati due to the user has difficulty logging in,Error generating solution.
KB1106,MFA,reset mfa for rizqi ahmad,reset mfa for rizqi ahmad,Error generating solution.
KB1107,MFA,reset mfa for sankalan parajuli,reset mfa for sankalan parajuli,Error generating solution.
KB1108,Hardware,knocked irvan herviansyah laptop cover,knocked irvan herviansyah laptop cover,Error generating solution.
KB1109,Account,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 31072023 requested by hr kariena,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 31072023 requested by hr kariena,Error generating solution.
KB1110,Account,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 31072023 requested by hr kariena,users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location semarang join date 31072023 requested by hr kariena,Error generating solution.
KB1111,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang join date 31072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location semarang join date 31072023 requested by hr kariena,Error generating solution.
KB1112,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location central java join date 31072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location central java join date 31072023 requested by hr kariena,Error generating solution.
KB1113,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 31072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 31072023 requested by hr kariena,Error generating solution.
KB1114,Account,reset okta password for nazwar fajar due to user failed to login,reset okta password for nazwar fajar due to user failed to login,Error generating solution.
KB1115,Hardware,roubleshooting wahid shidiq laptop due to blank screen on logon,roubleshooting wahid shidiq laptop due to blank screen on logon,Error generating solution.
KB1116,MFA,reset mfa for ahmad zainul rizal due to user change his mobille phone,reset mfa for ahmad zainul rizal due to user change his mobille phone,Error generating solution.
KB1117,SaaS Access,retool metabase access for ridda mustofa,retool metabase access for ridda mustofa,Error generating solution.
KB1118,Hardware,working tools laptop setup for vincentius anugrah designation sales specialist,working tools laptop setup for vincentius anugrah designation sales specialist,Error generating solution.
KB1119,Hardware,working tools laptop setup for riddia mustofa designation call center,working tools laptop setup for riddia mustofa designation call center,Error generating solution.
KB1120,Hardware,working tools laptop setup for husni mubarak designation sales supervisor,working tools laptop setup for husni mubarak designation sales supervisor,Error generating solution.
KB1121,Hardware,working tools laptop setup for bayu pratomo designation input procurement specialist,working tools laptop setup for bayu pratomo designation input procurement specialist,Error generating solution.
KB1122,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar join date 782023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar join date 782023 requested by hr kariena,Error generating solution.
KB1123,Hardware,repairing muhammad al ridho s laptop user cant connect to network due to incompatible laptop network driver,repairing muhammad al ridho s laptop user cant connect to network due to incompatible laptop network driver,Error generating solution.
KB1124,Account,users onboarding user account internalemailredacted designation market analyst department commercial agriinput location makassar join date 782023 requested by hr nur ikhwan,users onboarding user account internalemailredacted designation market analyst department commercial agriinput location makassar join date 782023 requested by hr nur ikhwan,Error generating solution.
KB1125,Account,users onboarding user account internalemailredacted designation admin input purchasing department commercial agriinput location makassar join date 782023 requested by hr nur ikhwan,users onboarding user account internalemailredacted designation admin input purchasing department commercial agriinput location makassar join date 782023 requested by hr nur ikhwan,Error generating solution.
KB1126,Account,users onboarding user account internalemailredacted designation input procurement specialist department commercial agriinput location surabaya join date 782023 requested by hr anindita,users onboarding user account internalemailredacted designation input procurement specialist department commercial agriinput location surabaya join date 782023 requested by hr anindita,Error generating solution.
KB1127,Hardware,working tools setup laptop for riddia mustofa,working tools setup laptop for riddia mustofa,Error generating solution.
KB1128,General IT Support,printer setup for lusi wijayanti,printer setup for lusi wijayanti,Error generating solution.
KB1129,MFA,reset mfa for moreno,reset mfa for moreno,Error generating solution.
KB1130,SaaS Access,office 365 access for wijaya kusuma,office 365 access for wijaya kusuma,Error generating solution.
KB1131,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 20072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 20072023 requested by hr kariena,Error generating solution.
KB1132,SaaS Access,office 365 access for muhammad alridho,office 365 access for muhammad alridho,Error generating solution.
KB1133,SaaS Access,retool access for internalemailredacted,retool access for internalemailredacted,Error generating solution.
KB1134,Account,activated users onboarding user account internalemailredacted designation sales specialist department operation location surabaya join date 182023 requested by hr margian,activated users onboarding user account internalemailredacted designation sales specialist department operation location surabaya join date 182023 requested by hr margian,Error generating solution.
KB1135,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lombok country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lombok country id,Error generating solution.
KB1136,Account,deactivated users offboarding user account internalemailredacted designation regional sales executive department operation location surabaya country id,deactivated users offboarding user account internalemailredacted designation regional sales executive department operation location surabaya country id,Error generating solution.
KB1137,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lombok country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lombok country id,Error generating solution.
KB1138,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location garut country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location garut country id,Error generating solution.
KB1139,SaaS Access,retool access for agus dermawansyag,retool access for agus dermawansyag,Error generating solution.
KB1140,MFA,reset mfa for lutfia khoirunnisa due to user change her mobile device,reset mfa for lutfia khoirunnisa due to user change her mobile device,Error generating solution.
KB1141,Hardware,repairing muhammad subkhi al ridhos laptop cant connect to wireless network due to unmatched wifi driver after update and disabled microphone due to multiple driver conflict,repairing muhammad subkhi al ridhos laptop cant connect to wireless network due to unmatched wifi driver after update and disabled microphone due to multiple driver conflict,Error generating solution.
KB1142,SaaS Access,retool access for muhammad iqbal,retool access for muhammad iqbal,Error generating solution.
KB1143,SaaS Access,retool access for sujarwo,retool access for sujarwo,Error generating solution.
KB1144,General IT Support,failed to open appsheet ss truck grn,failed to open appsheet ss truck grn,Error generating solution.
KB1145,Hardware,repairing lutfi anisas laptop microphone not working due to multiple driver conflict,repairing lutfi anisas laptop microphone not working due to multiple driver conflict,Error generating solution.
KB1146,General IT Support,anggun surono blank metabase,anggun surono blank metabase,Error generating solution.
KB1147,Account,remote installation alternate office software slack login troubleshoot,remote installation alternate office software slack login troubleshoot,Error generating solution.
KB1148,General IT Support,network printer setup for kariena permanasari in ej office,network printer setup for kariena permanasari in ej office,Error generating solution.
KB1149,Account,reset okta password for cahyo bagus t n due to user failed to login,reset okta password for cahyo bagus t n due to user failed to login,Error generating solution.
KB1150,Account,activated users onboarding user account internalemailredacted designation senior finance accounting department finance location ntb join date 2472023 requested by hr margian,activated users onboarding user account internalemailredacted designation senior finance accounting department finance location ntb join date 2472023 requested by hr margian,Error generating solution.
KB1151,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location surabaya country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location surabaya country id,Error generating solution.
KB1152,Account,unlocking reset mfa yunus mahardiko okta account due to user changing his mobile phone,unlocking reset mfa yunus mahardiko okta account due to user changing his mobile phone,Error generating solution.
KB1153,Account,unlocking internalemailredacted okta account,unlocking internalemailredacted okta account,Error generating solution.
KB1154,Account,unlocking hanin okta account,unlocking hanin okta account,Error generating solution.
KB1155,Account,unlocking elena nur savira okta account,unlocking elena nur savira okta account,Error generating solution.
KB1156,Account,unlocking nola cahyaningrum okta,unlocking nola cahyaningrum okta,Error generating solution.
KB1157,Account,unlocking regina emmi okta account,unlocking regina emmi okta account,Error generating solution.
KB1158,MFA,reset mfa for andi budiansyawan due to user changed his mobile device,reset mfa for andi budiansyawan due to user changed his mobile device,Error generating solution.
KB1159,MFA,reset mfa for johriah rizky tuningsih due to user changing her mobile phone,reset mfa for johriah rizky tuningsih due to user changing her mobile phone,Error generating solution.
KB1160,Account,reset mfa password for ariza febriyanti due to user changing her mobile phone,reset mfa password for ariza febriyanti due to user changing her mobile phone,Error generating solution.
KB1161,Hardware,repairing ardi wirawans laptop cant connect to network due to conflicted wireless card driver,repairing ardi wirawans laptop cant connect to network due to conflicted wireless card driver,Error generating solution.
KB1162,Account,reset okta password for tanti,reset okta password for tanti,Error generating solution.
KB1163,Account,deactivated users offboarding user account internalemailredacted designation corn quality supervisor department operation location surabaya country id,deactivated users offboarding user account internalemailredacted designation corn quality supervisor department operation location surabaya country id,Error generating solution.
KB1164,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 17072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 17072023 requested by hr kariena,Error generating solution.
KB1165,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 17072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 17072023 requested by hr kariena,Error generating solution.
KB1166,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 1772023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 1772023 requested by hr kariena,Error generating solution.
KB1167,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar join date 1772023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar join date 1772023 requested by hr kariena,Error generating solution.
KB1168,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar join date 1772023,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar join date 1772023,Error generating solution.
KB1169,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar join date 1772023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar join date 1772023 requested by hr kariena,Error generating solution.
KB1170,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar join date 17072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar join date 17072023 requested by hr kariena,Error generating solution.
KB1171,Account,deactivated users offboarding user account internalemailredacted designation customer success agent department customer success location semarang country id,deactivated users offboarding user account internalemailredacted designation customer success agent department customer success location semarang country id,Error generating solution.
KB1172,MFA,reset mfa for hamam asyrowi due user changed his mobile phone,reset mfa for hamam asyrowi due user changed his mobile phone,Error generating solution.
KB1173,Account,activated users onboarding user account internalemailredacted designation training support intern department training location jakarta join date 1372023 requested by hr yovania tetelepta,activated users onboarding user account internalemailredacted designation training support intern department training location jakarta join date 1372023 requested by hr yovania tetelepta,Error generating solution.
KB1174,Account,activated users onboardinguser account internalemailredacted designation sales coordinator department commercial agriinput location east java join date 1372023 requested by hr kariena,activated users onboardinguser account internalemailredacted designation sales coordinator department commercial agriinput location east java join date 1372023 requested by hr kariena,Error generating solution.
KB1175,Account,done reset password for panji mustofa,done reset password for panji mustofa,Error generating solution.
KB1176,MFA,reset mfa for bela ratna wiguna due to cleared cache on users phone,reset mfa for bela ratna wiguna due to cleared cache on users phone,Error generating solution.
KB1177,Account,deactivated users offboarding user account internalemailredacted designation customer success agent department customer success location surabaya country id,deactivated users offboarding user account internalemailredacted designation customer success agent department customer success location surabaya country id,Error generating solution.
KB1178,Account,okta reset for sofian ardiansyah,okta reset for sofian ardiansyah,Error generating solution.
KB1179,Account,activated users onboarding user account internalemailredacted designation activation coordinator department operation location ntb join date 10072023 requested by hr margian,activated users onboarding user account internalemailredacted designation activation coordinator department operation location ntb join date 10072023 requested by hr margian,Error generating solution.
KB1180,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 10072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 10072023 requested by hr kariena,Error generating solution.
KB1181,Hardware,repairing dennys hapsari laptop failed to load due to bootloop,repairing dennys hapsari laptop failed to load due to bootloop,Error generating solution.
KB1182,Account,activated users onboarding user account internalemailredacted designation crop analyst department agronomy location makassar join date 1072023 requested by hr nur ikhwan,activated users onboarding user account internalemailredacted designation crop analyst department agronomy location makassar join date 1072023 requested by hr nur ikhwan,Error generating solution.
KB1183,Account,activated users onboarding user account emailredacted designation crop analyst department agronomist location makassar join date 1072023 requested by hr nur ikhwan,activated users onboarding user account emailredacted designation crop analyst department agronomist location makassar join date 1072023 requested by hr nur ikhwan,Error generating solution.
KB1184,Account,activated users onboarding user account internalemailredacted designation training executive department training location south sulawesi join date 10072023 requested by hr anindita utomo,activated users onboarding user account internalemailredacted designation training executive department training location south sulawesi join date 10072023 requested by hr anindita utomo,Error generating solution.
KB1185,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 1072023 requested by hr kariena,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya join date 1072023 requested by hr kariena,Error generating solution.
KB1186,MFA,reset mfa for ardi due to cleared cache on users phone,reset mfa for ardi due to cleared cache on users phone,Error generating solution.
KB1187,MFA,reset mfa for andi wawan reski due to user changing his mobile phone,reset mfa for andi wawan reski due to user changing his mobile phone,Error generating solution.
KB1188,Account,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar country id,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location makassar country id,Error generating solution.
KB1189,Account,deactivated users offboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar country id,deactivated users offboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar country id,Error generating solution.
KB1190,Account,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya country id,deactivated users offboarding user account internalemailredacted designation sales coordinator department commercial agriinput location surabaya country id,Error generating solution.
KB1191,Account,deactivated users offboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar country id,deactivated users offboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location makassar country id,Error generating solution.
KB1192,SaaS Access,airtable access for internalemailredacted,airtable access for internalemailredacted,Error generating solution.
KB1193,MFA,reset mfa for bharath haridas,reset mfa for bharath haridas,Error generating solution.
KB1194,Account,okta password reset for eddo tedjo,okta password reset for eddo tedjo,Error generating solution.
KB1195,Hardware,repairing rashid imams laptop disabled microphone due to multiple driver conflict,repairing rashid imams laptop disabled microphone due to multiple driver conflict,Error generating solution.
KB1196,Account,deactivated users offboarding user account mailtointernalemailredactedinternalemailredacted designation activation coordinator department operation location bandung country id,deactivated users offboarding user account mailtointernalemailredactedinternalemailredacted designation activation coordinator department operation location bandung country id,Error generating solution.
KB1197,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location grobogan country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location grobogan country id,Error generating solution.
KB1198,MFA,reset mfa for khairani due to user changed her mobile phone,reset mfa for khairani due to user changed her mobile phone,Error generating solution.
KB1199,SaaS Access,miro access for abhijith,miro access for abhijith,Error generating solution.
KB1200,Account,reset okta mfa and migration to new mobile phone,reset okta mfa and migration to new mobile phone,Error generating solution.
KB1201,Account,activated users onboarding user account internalemailredacted designation legal intern department legal location south sulawesi join date 26062023,activated users onboarding user account internalemailredacted designation legal intern department legal location south sulawesi join date 26062023,Error generating solution.
KB1202,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location south sulawesi join date 26062023,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location south sulawesi join date 26062023,Error generating solution.
KB1203,Account,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location south sulawesi join date 26062023 requested by,activated users onboarding user account internalemailredacted designation sales acquisition coordinator department commercial agriinput location south sulawesi join date 26062023 requested by,Error generating solution.
KB1204,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location south sulawesi join date 26062023,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location south sulawesi join date 26062023,Error generating solution.
KB1205,MFA,reset mfa husein surya atmaja,reset mfa husein surya atmaja,Error generating solution.
KB1206,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location sumbawa country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location sumbawa country id,Error generating solution.
KB1207,Account,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lampung country id,deactivated users offboarding user account internalemailredacted designation activation coordinator department operation location lampung country id,Error generating solution.
KB1208,Account,deactivated users offboarding user account mailtointernalemailredactedinternalemailredacted designation field coordinator department operation location lampung,deactivated users offboarding user account mailtointernalemailredactedinternalemailredacted designation field coordinator department operation location lampung,Error generating solution.
KB1209,Account,deactivated users offboarding user account internalemailredacted designation field coordinator department operation location ntb country id,deactivated users offboarding user account internalemailredacted designation field coordinator department operation location ntb country id,Error generating solution.
KB1210,Hardware,repairing marchellas laptop due to conflicting multiple input driver,repairing marchellas laptop due to conflicting multiple input driver,Error generating solution.
KB1211,MFA,eset mfa salsabila henindar due to the user changing her mobile phone,eset mfa salsabila henindar due to the user changing her mobile phone,Error generating solution.
KB1212,SaaS Access,airtable access as viewer for happy khaerani nuvus jt to mc crm pt2 recruit train,airtable access as viewer for happy khaerani nuvus jt to mc crm pt2 recruit train,Error generating solution.
KB1213,Account,eset mfa for fajri zahran due to okta was installed on the wrong device,eset mfa for fajri zahran due to okta was installed on the wrong device,Error generating solution.
KB1214,Account,activated users onboarding user account internalemailredacted designation field marketer department growth location east java join date 12062023 requested by hr anindita utomo,activated users onboarding user account internalemailredacted designation field marketer department growth location east java join date 12062023 requested by hr anindita utomo,Error generating solution.
KB1215,Account,activated users onboarding user account internalemailredacted designation activation coordinator department operation location south sulawesi join date 12062023 requested by hr anindita utomo,activated users onboarding user account internalemailredacted designation activation coordinator department operation location south sulawesi join date 12062023 requested by hr anindita utomo,Error generating solution.
KB1216,Account,activated users onboarding user account internalemailredacted designation sales coordinator department comercial agriinput location east java join date 12062023 requested by hr margian,activated users onboarding user account internalemailredacted designation sales coordinator department comercial agriinput location east java join date 12062023 requested by hr margian,Error generating solution.
KB1217,Account,activated users onboarding user account internalemailredacted designation sales coordinator department comercial agriinput location east java join date 12062023 requested by hr margian,activated users onboarding user account internalemailredacted designation sales coordinator department comercial agriinput location east java join date 12062023 requested by hr margian,Error generating solution.
KB1218,Account,activated users onboarding user account internalemailredacted designation sales coordinator department comercial agriinput location east java join date 12062023 requested by hr margian,activated users onboarding user account internalemailredacted designation sales coordinator department comercial agriinput location east java join date 12062023 requested by hr margian,Error generating solution.
KB1219,Account,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location east java join date 1262023 requested by hr margian,activated users onboarding user account internalemailredacted designation sales coordinator department commercial agriinput location east java join date 1262023 requested by hr margian,Error generating solution.
KB1220,Account,activated users onboarding user account internalemailredacted designation sales assistant corn department sales location ntb join date 12062023 requested by hr margian,activated users onboarding user account internalemailredacted designation sales assistant corn department sales location ntb join date 12062023 requested by hr margian,Error generating solution.
